[[0.542, 0.8632], [0.8884, 0.0375], [0.2755, 0.6449], [0.212, 0.2087], [0.0425, 0.1797], [0.6036, 0.0067], [0.7834, 0.4936], [0.6592, 0.3061], [0.732, 0.8065], [0.6373, 0.6263]]
[[0.4469, 0.3283], [0.9729, 0.0711], [0.601, 0.1797], [0.6882, 0.1998], [0.1179, 0.3964], [0.3896, 0.9549], [0.1584, 0.929], [0.5366, 0.193], [0.8248, 0.5509], [0.0033, 0.6771]]
[[0.7924, 0.8418], [0.612, 0.9254], [0.4705, 0.3696], [0.8181, 0.022], [0.6978, 0.1984], [0.8711, 0.5119], [0.615, 0.4083], [0.7864, 0.772], [0.7149, 0.9015], [0.4697, 0.8099]]
[[0.8491, 0.0188], [0.4714, 0.2564], [0.2764, 0.0511], [0.4138, 0.7136], [0.0588, 0.1578], [0.5407, 0.2604], [0.4494, 0.6448], [0.9777, 0.6594], [0.7738, 0.2479], [0.1728, 0.6763]]
[[0.3562, 0.2239], [0.015, 0.9503], [0.691, 0.699], [0.607, 0.1829], [0.281, 0.1302], [0.4248, 0.0357], [0.2012, 0.743], [0.4183, 0.9364], [0.5722, 0.0384], [0.9868, 0.9936]]
[[0.2917, 0.4549], [0.4082, 0.5491], [0.4718, 0.896], [0.7149, 0.2347], [0.79, 0.5932], [0.1601, 0.9045], [0.7486, 0.2884], [0.3737, 0.1447], [0.2919, 0.49], [0.5318, 0.6031]]
[[0.7048, 0.1195], [0.2815, 0.4828], [0.7222, 0.6412], [0.6682, 0.0868], [0.1431, 0.9894], [0.7083, 0.4776], [0.4823, 0.1469], [0.6412, 0.4535], [0.3207, 0.6202], [0.6893, 0.5605]]
[[0.6017, 0.2883], [0.8228, 0.0726], [0.6749, 0.4329], [0.1289, 0.394], [0.6721, 0.436], [0.2999, 0.8954], [0.4329, 0.7055], [0.0877, 0.5666], [0.6996, 0.4729], [0.8026, 0.0824]]
[[0.6395, 0.8604], [0.9819, 0.929], [0.4468, 0.6028], [0.3781, 0.6806], [0.5077, 0.2843], [0.5292, 0.675], [0.5575, 0.4456], [0.7404, 0.6396], [0.5455, 0.7947], [0.5449, 0.5635]]
[[0.8797, 0.949], [0.1793, 0.2454], [0.4014, 0.2746], [0.8673, 0.7452], [0.6516, 0.1912], [0.7854, 0.052], [0.6553, 0.6576], [0.7704, 0.4997], [0.6098, 0.44], [0.529, 0.0984]]
[[0.5919, 0.1805], [0.126, 0.489], [0.6119, 0.0823], [0.9705, 0.5769], [0.5725, 0.7452], [0.7916, 0.0585], [0.034, 0.5881], [0.0866, 0.5865], [0.7794, 0.9731], [0.4044, 0.9739]]
[[0.1661, 0.1659], [0.1246, 0.2821], [0.2223, 0.6296], [0.3975, 0.9865], [0.6317, 0.5995], [0.5237, 0.7235], [0.4097, 0.9458], [0.6941, 0.0801], [0.563, 0.7605], [0.3976, 0.4394]]
[[0.4626, 0.0573], [0.0632, 0.4989], [0.7238, 0.2476], [0.4209, 0.3838], [0.9277, 0.2322], [0.5066, 0.0022], [0.4445, 0.4695], [0.5409, 0.6864], [0.4398, 0.7776], [0.8272, 0.7315]]
[[0.107, 0.7217], [0.7248, 0.107], [0.9074, 0.8476], [0.5957, 0.5712], [0.4021, 0.8886], [0.3406, 0.3279], [0.7575, 0.2092], [0.9779, 0.6133], [0.497, 0.4867], [0.6964, 0.346]]
[[0.2933, 0.1305], [0.0501, 0.0342], [0.7199, 0.13], [0.7457, 0.4392], [0.6966, 0.2121], [0.7869, 0.9991], [0.7206, 0.5702], [0.3439, 0.4985], [0.3751, 0.9634], [0.9149, 0.8364]]
[[0.5654, 0.3854], [0.9608, 0.204], [0.364, 0.6533], [0.8315, 0.9726], [0.796, 0.8673], [0.0364, 0.7097], [0.3865, 0.2043], [0.7526, 0.0303], [0.1776, 0.8561], [0.1325, 0.5684]]
[[0.952, 0.0431], [0.7497, 0.2727], [0.4567, 0.4519], [0.3894, 0.2256], [0.0901, 0.0571], [0.6897, 0.0102], [0.8625, 0.3007], [0.5223, 0.1458], [0.4714, 0.6613], [0.7383, 0.7199]]
[[0.9617, 0.4932], [0.0701, 0.5113], [0.1966, 0.8073], [0.1143, 0.8257], [0.9193, 0.4678], [0.6956, 0.1785], [0.2276, 0.4729], [0.9287, 0.3466], [0.4563, 0.2756], [0.2265, 0.2761]]
[[0.9205, 0.4226], [0.5556, 0.5485], [0.8888, 0.2188], [0.7778, 0.8101], [0.0955, 0.5806], [0.6256, 0.3907], [0.8348, 0.7451], [0.9473, 0.3251], [0.5886, 0.7021], [0.9908, 0.4421]]
[[0.3464, 0.9819], [0.5974, 0.4731], [0.267, 0.8695], [0.1941, 0.8552], [0.0581, 0.8707], [0.6861, 0.2713], [0.3584, 0.4809], [0.5048, 0.5876], [0.6847, 0.8959], [0.3799, 0.7202]]
[[0.2557, 0.5685], [0.3279, 0.1523], [0.3297, 0.415], [0.5409, 0.0253], [0.0504, 0.2795], [0.8676, 0.1773], [0.0356, 0.8645], [0.0722, 0.0024], [0.686, 0.9334], [0.0848, 0.7299]]
[[0.0946, 0.2989], [0.4515, 0.3751], [0.9836, 0.4704], [0.0923, 0.5972], [0.7534, 0.521], [0.9076, 0.2308], [0.1181, 0.0309], [0.161, 0.6659], [0.1258, 0.9649], [0.3681, 0.9144]]
[[0.0177, 0.1958], [0.6651, 0.4697], [0.7604, 0.3649], [0.1676, 0.6273], [0.6991, 0.9193], [0.6709, 0.074], [0.7365, 0.2406], [0.367, 0.0064], [0.5085, 0.834], [0.3554, 0.5709]]
[[0.3611, 0.9935], [0.1217, 0.9641], [0.4834, 0.0958], [0.4042, 0.1511], [0.5018, 0.1289], [0.4878, 0.7433], [0.719, 0.8896], [0.4619, 0.483], [0.7078, 0.6765], [0.3665, 0.566]]
[[0.7481, 0.8149], [0.8965, 0.148], [0.4546, 0.3607], [0.8747, 0.4696], [0.9866, 0.2981], [0.5524, 0.6333], [0.0549, 0.075], [0.9028, 0.5817], [0.484, 0.0356], [0.7404, 0.3301]]
[[0.2426, 0.5326], [0.0108, 0.007], [0.0056, 0.2069], [0.843, 0.8451], [0.211, 0.4757], [0.6564, 0.4878], [0.0638, 0.6921], [0.7314, 0.8562], [0.242, 0.8297], [0.2878, 0.351]]
[[0.4994, 0.0352], [0.7762, 0.9633], [0.4224, 0.0349], [0.425, 0.5431], [0.0593, 0.5616], [0.9998, 0.7507], [0.574, 0.4807], [0.9644, 0.6453], [0.1956, 0.0828], [0.176, 0.1846]]
[[0.6108, 0.7748], [0.1114, 0.7915], [0.5459, 0.7482], [0.3025, 0.7543], [0.9211, 0.7836], [0.8959, 0.8982], [0.9139, 0.864], [0.3794, 0.9482], [0.8384, 0.5709], [0.9374, 0.0487]]
[[0.7772, 0.0395], [0.8603, 0.62], [0.0458, 0.8387], [0.7749, 0.921], [0.7513, 0.8777], [0.933, 0.4181], [0.3386, 0.0082], [0.3585, 0.4491], [0.5045, 0.0931], [0.3325, 0.9969]]
[[0.9718, 0.108], [0.905, 0.6715], [0.1843, 0.4975], [0.172, 0.8135], [0.1096, 0.9903], [0.8017, 0.3138], [0.502, 0.8605], [0.3538, 0.8545], [0.2558, 0.2337], [0.7091, 0.3155]]
[[0.5064, 0.1021], [0.949, 0.2075], [0.0513, 0.8807], [0.5609, 0.9749], [0.7201, 0.0528], [0.9557, 0.5833], [0.3886, 0.69], [0.3476, 0.2487], [0.9124, 0.6894], [0.1284, 0.6225]]
[[0.1219, 0.8871], [0.7986, 0.8239], [0.3791, 0.675], [0.1781, 0.1837], [0.2469, 0.845], [0.4919, 0.5458], [0.1281, 0.9359], [0.6882, 0.2873], [0.7589, 0.339], [0.2412, 0.6611]]
[[0.8086, 0.3208], [0.9837, 0.4896], [0.8666, 0.918], [0.938, 0.6137], [0.9253, 0.1609], [0.5427, 0.4049], [0.9469, 0.7411], [0.4708, 0.9972], [0.7074, 0.1944], [0.8772, 0.5812]]
[[0.0211, 0.6232], [0.7897, 0.173], [0.0589, 0.413], [0.2947, 0.5484], [0.2094, 0.8414], [0.1197, 0.579], [0.0284, 0.0767], [0.1188, 0.5006], [0.6596, 0.3883], [0.0509, 0.0888]]
[[0.9059, 0.2227], [0.0677, 0.5458], [0.1027, 0.3236], [0.896, 0.5849], [0.2108, 0.1423], [0.0996, 0.7241], [0.9501, 0.5199], [0.0066, 0.1692], [0.9128, 0.6327], [0.2976, 0.5773]]
[[0.7098, 0.7278], [0.5426, 0.485], [0.1281, 0.4011], [0.9605, 0.9038], [0.7218, 0.9307], [0.5487, 0.1813], [0.796, 0.3802], [0.9722, 0.9927], [0.8948, 0.5286], [0.3397, 0.5415]]
[[0.0267, 0.173], [0.3459, 0.5205], [0.2369, 0.4574], [0.241, 0.5944], [0.5787, 0.7582], [0.4198, 0.9184], [0.7482, 0.7189], [0.7325, 0.5028], [0.3643, 0.2455], [0.7072, 0.6172]]
[[0.67, 0.667], [0.8334, 0.7234], [0.6031, 0.1252], [0.2618, 0.0242], [0.64, 0.5206], [0.748, 0.8352], [0.6117, 0.1281], [0.6189, 0.8381], [0.8051, 0.4952], [0.3597, 0.7639]]
[[0.4627, 0.3322], [0.309, 0.8564], [0.6676, 0.9995], [0.9416, 0.3378], [0.2676, 0.8955], [0.3863, 0.7115], [0.986, 0.2722], [0.4058, 0.4969], [0.723, 0.2974], [0.4212, 0.1146]]
[[0.96669, 0.43324], [0.1245, 0.95877], [0.71804, 0.88038], [0.5039, 0.027345], [0.089987, 0.47572], [0.67451, 0.00023228], [0.90312, 0.27625], [0.27417, 0.30524], [0.092058, 0.8037], [0.95366, 0.080442]]
[[0.6025, 0.2301], [0.6432, 0.0763], [0.4021, 0.6489], [0.0985, 0.2805], [0.8067, 0.0057], [0.3873, 0.8079], [0.9595, 0.1511], [0.8533, 0.1482], [0.9054, 0.8599], [0.6679, 0.01]]
[[0.181, 0.4202], [0.8961, 0.2314], [0.8604, 0.7251], [0.4939, 0.8682], [0.2712, 0.2309], [0.2501, 0.8353], [0.3773, 0.3495], [0.8629, 0.2301], [0.4762, 0.8701], [0.1952, 0.7372]]
[[0.8338, 0.6856], [0.11, 0.6875], [0.3135, 0.4319], [0.7787, 0.612], [0.3274, 0.5397], [0.1259, 0.2153], [0.4984, 0.9439], [0.7877, 0.1444], [0.4885, 0.5459], [0.092, 0.6146]]
[[0.7588, 0.1612], [0.3184, 0.9182], [0.8682, 0.3415], [0.9553, 0.2021], [0.4619, 0.3215], [0.5907, 0.2877], [0.1068, 0.9753], [0.7193, 0.7133], [0.356, 0.7845], [0.0489, 0.2149]]
[[0.8329, 0.1788], [0.5065, 0.0947], [0.1958, 0.1917], [0.2854, 0.0775], [0.9084, 0.0468], [0.261, 0.5733], [0.8051, 0.8406], [0.9856, 0.6783], [0.8479, 0.7509], [0.6989, 0.8334]]
[[0.1387, 0.4457], [0.8489, 0.2347], [0.9613, 0.8728], [0.116, 0.1859], [0.7219, 0.336], [0.1036, 0.2208], [0.1947, 0.7942], [0.7305, 0.2954], [0.4551, 0.8573], [0.5549, 0.1676]]
[[0.6371, 0.8819], [0.3227, 0.0741], [0.2903, 0.1524], [0.0238, 0.9088], [0.2996, 0.3613], [0.836, 0.9177], [0.9628, 0.7953], [0.3795, 0.4315], [0.6564, 0.1783], [0.4606, 0.7514]]
[[0.5152, 0.0098], [0.5216, 0.0926], [0.7772, 0.5493], [0.4179, 0.1222], [0.5949, 0.5342], [0.7044, 0.8673], [0.1699, 0.2493], [0.554, 0.2816], [0.8315, 0.9644], [0.518, 0.7487]]
[[0.7985, 0.0355], [0.4857, 0.4773], [0.1039, 0.7679], [0.3276, 0.7797], [0.0417, 0.8847], [0.075, 0.7671], [0.1556, 0.2065], [0.337, 0.7764], [0.4539, 0.4597], [0.0775, 0.2154]]
[[0.614, 0.0729], [0.0729, 0.5651], [0.6289, 0.9168], [0.4449, 0.4955], [0.8909, 0.2547], [0.764, 0.6789], [0.3159, 0.2321], [0.7303, 0.9179], [0.8485, 0.9365], [0.3664, 0.8505]]
[[0.7201, 0.8726], [0.1319, 0.1961], [0.9019, 0.579], [0.5018, 0.8647], [0.694, 0.3549], [0.8594, 0.9523], [0.4041, 0.1824], [0.8785, 0.9415], [0.4801, 0.3799], [0.3866, 0.649]]
[[0.5734, 0.0819], [0.2389, 0.6263], [0.9459, 0.0866], [0.6754, 0.8421], [0.4296, 0.7437], [0.0531, 0.9599], [0.9785, 0.3271], [0.2312, 0.8283], [0.0052, 0.0044], [0.6616, 0.5674]]
[[0.6404, 0.4565], [0.2579, 0.6727], [0.3046, 0.9184], [0.8571, 0.7338], [0.6977, 0.8617], [0.354, 0.7629], [0.2201, 0.4544], [0.7556, 0.7183], [0.0767, 0.937], [0.7428, 0.3195]]
[[0.2448, 0.3244], [0.2235, 0.1348], [0.2655, 0.3368], [0.8732, 0.2543], [0.3755, 0.3741], [0.2038, 0.9032], [0.1576, 0.9189], [0.0633, 0.7024], [0.0313, 0.0354], [0.6645, 0.3579]]
[[0.2343, 0.649], [0.6983, 0.3499], [0.4104, 0.0955], [0.4531, 0.3252], [0.6356, 0.7384], [0.4739, 0.2089], [0.3618, 0.0139], [0.2261, 0.828], [0.5673, 0.0527], [0.8311, 0.6209]]
[[0.489, 0.398], [0.4008, 0.3445], [0.0015, 0.5124], [0.7599, 0.0134], [0.9612, 0.3583], [0.2779, 0.3039], [0.9808, 0.4093], [0.5861, 0.7127], [0.0742, 0.8759], [0.6848, 0.0379]]
[[0.9244, 0.8015], [0.8459, 0.1472], [0.6535, 0.3146], [0.9703, 0.9875], [0.2931, 0.3633], [0.3708, 0.9017], [0.5908, 0.8592], [0.2382, 0.5177], [0.6563, 0.3326], [0.5694, 0.6161]]
[[0.2002, 0.1527], [0.9531, 0.9586], [0.2738, 0.0596], [0.4481, 0.6397], [0.1721, 0.0382], [0.6954, 0.4583], [0.6661, 0.6822], [0.9076, 0.8914], [0.868, 0.885], [0.6984, 0.2559]]
[[0.9918, 0.7022], [0.2244, 0.2211], [0.4237, 0.1848], [0.627, 0.6405], [0.7372, 0.2231], [0.2837, 0.7616], [0.7614, 0.0215], [0.5633, 0.5771], [0.5419, 0.3685], [0.1359, 0.6258]]
[[0.0774, 0.3117], [0.8666, 0.9896], [0.5397, 0.0505], [0.0701, 0.1636], [0.4164, 0.8305], [0.0112, 0.2636], [0.9956, 0.772], [0.9943, 0.3348], [0.2754, 0.4387], [0.5398, 0.9587]]
[[0.8173, 0.2872], [0.6511, 0.7764], [0.6235, 0.2997], [0.5782, 0.0684], [0.6355, 0.1752], [0.982, 0.6792], [0.5877, 0.9798], [0.1975, 0.6014], [0.9337, 0.9515], [0.624, 0.3005]]
[[0.452, 0.2113], [0.725, 0.7917], [0.7709, 0.393], [0.7786, 0.3823], [0.7267, 0.5082], [0.3817, 0.6861], [0.5334, 0.7563], [0.302, 0.0214], [0.6555, 0.2014], [0.5849, 0.8404]]
[[0.8867, 0.9901], [0.5916, 0.6075], [0.2991, 0.749], [0.8699, 0.0816], [0.7443, 0.3465], [0.2193, 0.4131], [0.846, 0.0863], [0.0908, 0.4985], [0.551, 0.7103], [0.9448, 0.5055]]
[[0.084, 0.0326], [0.2632, 0.3423], [0.5073, 0.667], [0.1115, 0.9966], [0.0896, 0.5038], [0.6221, 0.473], [0.7997, 0.0248], [0.1248, 0.26], [0.6541, 0.9993], [0.8917, 0.4908]]
[[0.4608, 0.9567], [0.9489, 0.7313], [0.4591, 0.6921], [0.06, 0.2189], [0.2733, 0.0415], [0.3269, 0.6329], [0.657, 0.5041], [0.8091, 0.2931], [0.6735, 0.055], [0.9487, 0.7645]]
[[0.1806, 0.2944], [0.5579, 0.7349], [0.3679, 0.7835], [0.6869, 0.1425], [0.4145, 0.5858], [0.9464, 0.6306], [0.7278, 0.1074], [0.7948, 0.3997], [0.3453, 0.8068], [0.8849, 0.0677]]
[[0.5379, 0.8015], [0.6435, 0.9022], [0.458, 0.6276], [0.2107, 0.4886], [0.367, 0.4516], [0.2219, 0.1703], [0.6848, 0.0355], [0.7853, 0.041], [0.1595, 0.7763], [0.487, 0.9972]]
[[0.8917, 0.5089], [0.0578, 0.9571], [0.9696, 0.6171], [0.1075, 0.2718], [0.4324, 0.0897], [0.1589, 0.1738], [0.0249, 0.1036], [0.1649, 0.4616], [0.3468, 0.2332], [0.8069, 0.2927]]
[[0.2322, 0.1335], [0.1705, 0.4773], [0.1827, 0.941], [0.7366, 0.7087], [0.722, 0.2459], [0.3573, 0.3026], [0.728, 0.8536], [0.8904, 0.3335], [0.5249, 0.1392], [0.7071, 0.8656]]
[[0.2272, 0.1509], [0.9238, 0.9213], [0.5335, 0.1252], [0.0531, 0.4878], [0.0745, 0.9492], [0.3782, 0.9602], [0.6402, 0.5819], [0.0611, 0.6415], [0.2541, 0.462], [0.1122, 0.112]]
[[0.0797, 0.1103], [0.5517, 0.8425], [0.3469, 0.115], [0.6807, 0.668], [0.2958, 0.688], [0.4093, 0.7886], [0.3059, 0.793], [0.2485, 0.7276], [0.7797, 0.5852], [0.1438, 0.5504]]
[[0.3568, 0.8854], [0.6486, 0.6852], [0.7879, 0.6045], [0.432, 0.6634], [0.1044, 0.9426], [0.1001, 0.6926], [0.813, 0.8342], [0.1798, 0.5268], [0.6244, 0.8751], [0.7083, 0.882]]
[[0.4416, 0.9349], [0.0698, 0.1611], [0.0745, 0.2648], [0.7593, 0.7322], [0.6775, 0.251], [0.969, 0.8908], [0.0988, 0.6363], [0.3266, 0.4807], [0.3025, 0.7373], [0.8194, 0.9123]]
[[0.3173, 0.2331], [0.9269, 0.2067], [0.3951, 0.6347], [0.1873, 0.7052], [0.2697, 0.4941], [0.5844, 0.0308], [0.5405, 0.0172], [0.8824, 0.9707], [0.5838, 0.4139], [0.9779, 0.3406]]
[[0.0302, 0.1711], [0.1024, 0.3187], [0.9852, 0.9443], [0.7562, 0.6431], [0.8799, 0.3252], [0.4802, 0.7128], [0.4177, 0.2255], [0.5619, 0.7037], [0.1613, 0.2886], [0.7147, 0.4732]]
[[0.16, 0.8373], [0.2171, 0.0428], [0.0434, 0.6918], [0.6626, 0.2718], [0.8918, 0.942], [0.4063, 0.6412], [0.996, 0.4738], [0.2247, 0.0227], [0.4122, 0.2302], [0.4065, 0.1303]]
[[0.2327, 0.1851], [0.5928, 0.4106], [0.4795, 0.1421], [0.7264, 0.652], [0.305, 0.2662], [0.8202, 0.0905], [0.573, 0.7604], [0.1443, 0.1903], [0.3982, 0.0463], [0.9209, 0.6246]]
[[0.1307, 0.1726], [0.3424, 0.4888], [0.8761, 0.3972], [0.9046, 0.7448], [0.0993, 0.7125], [0.2378, 0.6844], [0.276, 0.7983], [0.6168, 0.2437], [0.1658, 0.3544], [0.9505, 0.7062]]
[[0.6534, 0.5591], [0.624, 0.2885], [0.5433, 0.7416], [0.2808, 0.3705], [0.3619, 0.5494], [0.7099, 0.126], [0.8598, 0.1731], [0.3236, 0.9371], [0.9246, 0.3888], [0.9736, 0.5305]]
[[0.8337, 0.0202], [0.3781, 0.2175], [0.1063, 0.9907], [0.5272, 0.1999], [0.9295, 0.2078], [0.9088, 0.8258], [0.1501, 0.8137], [0.6553, 0.081], [0.232, 0.5928], [0.8263, 0.7786]]
[[0.2032, 0.334], [0.3375, 0.5243], [0.2516, 0.7591], [0.7673, 0.2672], [0.0872, 0.7324], [0.1937, 0.4214], [0.6292, 0.5386], [0.2282, 0.6394], [0.3934, 0.1432], [0.8841, 0.2857]]
[[0.3114, 0.9504], [0.8084, 0.4917], [0.6399, 0.8647], [0.894, 0.1688], [0.3762, 0.439], [0.0293, 0.6818], [0.2234, 0.0982], [0.3809, 0.8593], [0.0886, 0.4011], [0.8459, 0.4751]]
[[0.5491, 0.7208], [0.2416, 0.8844], [0.5877, 0.2373], [0.4829, 0.6304], [0.2331, 0.8314], [0.3258, 0.9411], [0.0365, 0.2471], [0.3143, 0.9916], [0.1148, 0.7556], [0.2302, 0.5984]]
[[0.3693, 0.7149], [0.4016, 0.8372], [0.1676, 0.7696], [0.6682, 0.2023], [0.0162, 0.9385], [0.6195, 0.4888], [0.7266, 0.798], [0.2302, 0.0701], [0.5851, 0.6896], [0.618, 0.2469]]
[[0.7946, 0.6793], [0.3447, 0.1602], [0.2714, 0.4921], [0.7089, 0.707], [0.0896, 0.3381], [0.0655, 0.0912], [0.7935, 0.1956], [0.585, 0.0139], [0.5489, 0.8894], [0.1138, 0.7074]]
[[0.2693, 0.8021], [0.3143, 0.3688], [0.343, 0.8369], [0.5457, 0.2751], [0.6083, 0.6942], [0.5402, 0.4079], [0.3299, 0.0533], [0.6369, 0.2644], [0.9858, 0.6015], [0.2889, 0.6638]]
[[0.3508, 0.8045], [0.003, 0.3719], [0.1817, 0.7223], [0.7011, 0.6024], [0.1688, 0.2814], [0.8465, 0.6057], [0.0531, 0.5611], [0.8601, 0.2297], [0.0051, 0.7171], [0.8053, 0.3499]]
[[0.1592, 0.1765], [0.0865, 0.4327], [0.8682, 0.4834], [0.8818, 0.8061], [0.8515, 0.2954], [0.4649, 0.4123], [0.6484, 0.1231], [0.1132, 0.2199], [0.8594, 0.3781], [0.4155, 0.8306]]
[[0.6815, 0.5092], [0.7858, 0.9177], [0.2568, 0.6881], [0.2802, 0.2921], [0.5018, 0.0374], [0.2117, 0.5749], [0.1435, 0.703], [0.4358, 0.1268], [0.6174, 0.1282], [0.6665, 0.4465]]
[[0.2103, 0.1713], [0.4104, 0.6875], [0.4069, 0.3278], [0.5726, 0.2576], [0.6476, 0.1464], [0.0304, 0.2687], [0.057, 0.4146], [0.3143, 0.2284], [0.1278, 0.2124], [0.1636, 0.4343]]
[[0.1582, 0.6326], [0.3815, 0.9898], [0.8354, 0.7727], [0.345, 0.6284], [0.896, 0.8176], [0.1214, 0.9939], [0.066, 0.5543], [0.7456, 0.0082], [0.0859, 0.5757], [0.5627, 0.9009]]
[[0.8565, 0.9401], [0.9145, 0.8075], [0.6192, 0.897], [0.1065, 0.5881], [0.1367, 0.952], [0.6943, 0.8732], [0.0166, 0.3655], [0.8204, 0.6395], [0.22, 0.8333], [0.6777, 0.8566]]
[[0.4209, 0.0325], [0.3945, 0.5197], [0.6844, 0.1974], [0.3173, 0.1398], [0.2489, 0.6767], [0.9466, 0.2879], [0.3296, 0.4569], [0.8658, 0.5317], [0.6977, 0.8546], [0.3649, 0.5883]]
[[0.7884, 0.6208], [0.8529, 0.4019], [0.3128, 0.8839], [0.8388, 0.8646], [0.6183, 0.7266], [0.4546, 0.4561], [0.4832, 0.3218], [0.537, 0.8213], [0.2779, 0.5612], [0.7541, 0.765]]
[[0.7218, 0.359], [0.129, 0.5127], [0.6477, 0.8159], [0.9272, 0.6645], [0.2444, 0.6084], [0.1032, 0.4374], [0.6434, 0.3563], [0.5867, 0.0366], [0.8266, 0.9595], [0.6306, 0.5511]]
[[0.3638, 0.3966], [0.369, 0.6199], [0.8796, 0.2451], [0.9755, 0.4027], [0.4897, 0.7155], [0.2138, 0.09], [0.8946, 0.4857], [0.8847, 0.9929], [0.2608, 0.8055], [0.0019, 0.4365]]
[[0.9194, 0.6876], [0.1553, 0.2904], [0.5489, 0.2292], [0.8994, 0.6287], [0.855, 0.6779], [0.8577, 0.7787], [0.3981, 0.2907], [0.7255, 0.4346], [0.7904, 0.8316], [0.7916, 0.0921]]
[[0.9798, 0.9996], [0.1732, 0.9118], [0.8322, 0.934], [0.7324, 0.1472], [0.8852, 0.179], [0.575, 0.6364], [0.6207, 0.5525], [0.5046, 0.5249], [0.3321, 0.748], [0.3699, 0.6313]]
[[0.9777, 0.7771], [0.6015, 0.4167], [0.6707, 0.3989], [0.4653, 0.4094], [0.8089, 0.7846], [0.8747, 0.0287], [0.7532, 0.868], [0.0466, 0.726], [0.5703, 0.8276], [0.5268, 0.1479]]
[[0.4136, 0.0618], [0.3455, 0.2262], [0.944, 0.9428], [0.4366, 0.2104], [0.2313, 0.6944], [0.2964, 0.9686], [0.8849, 0.05], [0.4874, 0.2672], [0.5151, 0.0201], [0.6031, 0.1135]]
[[0.8061, 0.5222], [0.16, 0.3536], [0.0738, 0.1508], [0.6553, 0.7161], [0.0293, 0.2425], [0.4223, 0.2618], [0.357, 0.7974], [0.3146, 0.347], [0.2555, 0.2708], [0.3886, 0.3792]]
[[0.2084, 0.0851], [0.4791, 0.2172], [0.4377, 0.5394], [0.57, 0.5338], [0.8106, 0.5137], [0.4731, 0.5616], [0.2541, 0.9758], [0.8147, 0.0542], [0.9141, 0.5777], [0.7112, 0.8058]]
[[0.32, 0.3903], [0.9424, 0.9986], [0.3372, 0.699], [0.7824, 0.7981], [0.4598, 0.9275], [0.1325, 0.7077], [0.5193, 0.9684], [0.5411, 0.2302], [0.9105, 0.2799], [0.0935, 0.6282]]
[[0.276, 0.3535], [0.6566, 0.9106], [0.5663, 0.3347], [0.7248, 0.5075], [0.023, 0.0187], [0.394, 0.8982], [0.8757, 0.4575], [0.7567, 0.8972], [0.292, 0.1901], [0.5264, 0.5549]]
[[0.303, 0.4527], [0.4281, 0.6686], [0.1346, 0.3887], [0.9916, 0.4794], [0.3293, 0.7982], [0.1254, 0.4805], [0.3066, 0.4385], [0.9357, 0.2739], [0.117, 0.7626], [0.3843, 0.1305]]
[[0.7406, 0.8056], [0.0503, 0.388], [0.1285, 0.7052], [0.4721, 0.916], [0.2096, 0.5328], [0.969, 0.8993], [0.7246, 0.4681], [0.596, 0.6061], [0.1889, 0.9284], [0.1566, 0.932]]
[[0.0096, 0.0884], [0.4825, 0.643], [0.3999, 0.0347], [0.147, 0.2065], [0.1694, 0.851], [0.4172, 0.5328], [0.3663, 0.228], [0.6199, 0.5077], [0.2464, 0.9843], [0.2291, 0.18]]
[[0.8942, 0.0378], [0.4844, 0.4166], [0.6983, 0.9586], [0.9644, 0.2148], [0.3513, 0.1656], [0.8259, 0.6044], [0.4475, 0.5508], [0.0496, 0.1243], [0.8302, 0.6463], [0.2795, 0.5687]]
[[0.1088, 0.6742], [0.1355, 0.8533], [0.8475, 0.1469], [0.627, 0.6212], [0.3276, 0.5752], [0.3865, 0.8429], [0.386, 0.9067], [0.0607, 0.5369], [0.135, 0.1794], [0.8478, 0.1379]]
[[0.9185, 0.4322], [0.1032, 0.4991], [0.6072, 0.323], [0.3962, 0.843], [0.5909, 0.1908], [0.3394, 0.1186], [0.3716, 0.6641], [0.8123, 0.0396], [0.0748, 0.4669], [0.9492, 0.0518]]
[[0.3, 0.2773], [0.0431, 0.4368], [0.6653, 0.1523], [0.4666, 0.1699], [0.3201, 0.6315], [0.0323, 0.5797], [0.6397, 0.9655], [0.5498, 0.3844], [0.5257, 0.2231], [0.2003, 0.0065]]
[[0.0412, 0.1411], [0.8305, 0.8368], [0.7529, 0.8846], [0.372, 0.9885], [0.8989, 0.5043], [0.4079, 0.0636], [0.2358, 0.3805], [0.1617, 0.3749], [0.6404, 0.5473], [0.8535, 0.6288]]
[[0.9172, 0.5386], [0.3466, 0.2445], [0.9327, 0.3399], [0.8237, 0.1967], [0.4212, 0.577], [0.1092, 0.2101], [0.1861, 0.6249], [0.205, 0.9363], [0.954, 0.7664], [0.5398, 0.204]]
[[0.9187, 0.6081], [0.6543, 0.5153], [0.9767, 0.3201], [0.4806, 0.6993], [0.4113, 0.0661], [0.2431, 0.3145], [0.4175, 0.1139], [0.4957, 0.4616], [0.5858, 0.4523], [0.8312, 0.6547]]
[[0.5613, 0.4043], [0.6156, 0.046], [0.9539, 0.3299], [0.1934, 0.2603], [0.1801, 0.9775], [0.0081, 0.9101], [0.2662, 0.2129], [0.6878, 0.9317], [0.5352, 0.3171], [0.2039, 0.7726]]
